Data Hora;Último Registro;Chuva Acumulada em 1 Hora(s);Chuva Acumulada em 4 Hora(s);Chuva Acumulada em 24 Hora(s);Chuva Acumulada em 48 Hora(s);Chuva Acumulada em 96 Hora(s)
05/01/2018 12:50;0,0;0,0;0,0;0,0;37,0;37,0
05/01/2018 14:50;0,0;0,0;0,0;0,0;37,0;37,0
05/01/2018 15:50;0,0;0,0;0,0;0,0;37,0;37,0
05/01/2018 16:50;0,0;0,0;0,0;0,0;37,0;37,0
05/01/2018 17:50;0,0;0,0;0,0;0,0;37,0;37,0
05/01/2018 18:50;0,0;0,0;0,0;0,0;37,0;37,0
05/01/2018 19:20;0,2;0,2;0,2;0,2;37,2;37,2
05/01/2018 19:30;0,2;0,4;0,4;0,4;37,4;37,4
05/01/2018 19:50;0,2;0,6;0,6;0,6;37,6;37,6
05/01/2018 20:00;0,2;0,8;0,8;0,8;37,8;37,8
05/01/2018 20:10;0,59;1,4;1,4;1,4;38,4;38,4
05/01/2018 20:20;0,39;1,6;1,8;1,8;38,8;38,8
05/01/2018 20:30;0,79;2,2;2,6;2,6;39,5;39,5
05/01/2018 20:40;0,79;3,0;3,4;3,4;39,4;40,3
05/01/2018 20:50;1,18;3,9;4,5;4,5;34,8;41,5
05/01/2018 21:00;1,37;5,1;5,9;5,9;33,4;42,9
05/01/2018 21:10;3,35;7,9;9,3;9,3;36,2;46,2
05/01/2018 21:20;0,59;8,1;9,8;9,8;36,8;46,8
05/01/2018 21:30;0,79;8,1;10,6;10,6;37,6;47,6
05/01/2018 21:40;0,79;8,1;11,4;11,4;38,4;48,4
05/01/2018 21:50;0,79;7,7;12,2;12,2;39,2;49,2
05/01/2018 22:00;0,79;7,1;13,0;13,0;39,6;50,0
05/01/2018 22:10;0,59;4,3;13,6;13,6;39,9;50,6
05/01/2018 22:20;0,98;4,7;14,6;14,6;40,3;51,6
05/01/2018 22:30;0,79;4,7;15,4;15,4;40,7;52,3
05/01/2018 22:40;0,59;4,5;16,0;16,0;40,9;52,9
05/01/2018 22:50;0,39;4,1;16,3;16,3;40,1;53,3
05/01/2018 23:00;0,39;3,7;16,7;16,7;38,4;53,7
05/01/2018 23:10;0,2;3,3;16,9;16,9;36,0;53,9
05/01/2018 23:20;0,2;2,6;16,9;17,1;35,4;54,1
05/01/2018 23:30;0,2;2,0;16,9;17,3;34,6;54,3
05/01/2018 23:50;0,2;1,2;16,9;17,5;34,1;54,5
06/01/2018 00:20;0,2;0,6;16,0;17,7;32,9;54,7
06/01/2018 00:50;0,0;0,2;13,2;17,7;31,7;54,7
06/01/2018 01:50;0,0;0,0;5,5;17,7;30,1;54,7
06/01/2018 02:50;0,0;0,0;1,4;17,7;25,8;54,7
06/01/2018 03:40;0,2;0,2;0,6;17,9;25,0;54,9
06/01/2018 03:50;0,0;0,2;0,4;17,9;25,0;54,9
06/01/2018 04:50;0,0;0,0;0,2;17,9;23,6;54,9
06/01/2018 05:50;0,0;0,0;0,2;17,9;23,6;54,9
06/01/2018 06:50;0,0;0,0;0,2;17,9;22,5;54,9
06/01/2018 07:50;0,0;0,0;0,0;17,9;18,7;54,9
06/01/2018 08:50;0,0;0,0;0,0;17,9;18,1;54,9
06/01/2018 09:50;0,0;0,0;0,0;17,9;18,1;54,9
06/01/2018 10:50;0,0;0,0;0,0;17,9;18,1;54,9
06/01/2018 11:50;0,0;0,0;0,0;17,9;17,9;54,9
06/01/2018 12:50;0,0;0,0;0,0;17,9;17,9;54,9
06/01/2018 13:50;0,0;0,0;0,0;17,9;17,9;54,9
06/01/2018 14:50;0,0;0,0;0,0;17,9;17,9;54,9
06/01/2018 15:50;0,0;0,0;0,0;17,9;17,9;54,9
06/01/2018 16:50;0,0;0,0;0,0;17,9;17,9;54,9
06/01/2018 17:50;0,0;0,0;0,0;17,9;17,9;54,9
06/01/2018 18:50;0,0;0,0;0,0;17,9;17,9;54,9
06/01/2018 19:50;0,0;0,0;0,0;17,3;17,9;54,9
06/01/2018 20:50;0,0;0,0;0,0;13,4;17,9;54,9
06/01/2018 21:50;0,0;0,0;0,0;5,7;17,9;54,9
06/01/2018 22:50;0,0;0,0;0,0;1,6;17,9;54,9
06/01/2018 23:50;0,0;0,0;0,0;0,4;17,9;54,9
07/01/2018 00:50;0,0;0,0;0,0;0,2;17,9;54,9
07/01/2018 01:50;0,0;0,0;0,0;0,2;17,9;54,9
07/01/2018 02:50;0,0;0,0;0,0;0,2;17,9;54,9
07/01/2018 03:50;0,0;0,0;0,0;0,0;17,9;54,9
07/01/2018 04:10;0,2;0,2;0,2;0,2;18,1;55,1
07/01/2018 04:50;0,0;0,2;0,2;0,2;18,1;55,1
07/01/2018 05:50;0,0;0,0;0,2;0,2;18,1;55,1
07/01/2018 06:10;2,95;3,0;3,2;3,2;21,1;58,1
07/01/2018 06:20;0,39;3,3;3,5;3,5;21,5;58,5
07/01/2018 06:40;0,2;3,5;3,7;3,7;21,7;58,7
07/01/2018 06:50;3,55;7,1;7,3;7,3;25,2;62,2
07/01/2018 07:00;0,79;7,9;8,1;8,1;26,0;63,0
07/01/2018 07:10;0,79;5,7;8,9;8,9;26,8;63,8
07/01/2018 07:40;0,2;5,3;9,1;9,1;27,0;64,0
07/01/2018 07:50;0,0;1,8;9,1;9,1;27,0;64,0
07/01/2018 08:40;0,2;0,2;9,1;9,3;27,2;64,2
07/01/2018 08:50;0,39;0,6;9,5;9,7;27,6;64,6
07/01/2018 09:00;1,57;2,2;11,0;11,2;29,2;66,2
07/01/2018 09:10;0,2;2,4;11,2;11,4;29,4;66,4
07/01/2018 09:30;0,39;2,8;11,6;11,8;29,8;66,7
07/01/2018 09:40;0,79;3,3;12,4;12,6;30,5;67,5
07/01/2018 09:50;3,94;6,9;16,4;16,6;34,5;71,5
07/01/2018 10:00;4,53;9,9;20,9;21,1;39,0;76,0
07/01/2018 10:10;1,37;11,0;19,3;22,4;40,4;77,4
07/01/2018 10:20;0,79;11,8;19,7;23,2;41,2;78,2
07/01/2018 10:30;1,18;12,6;20,9;24,4;42,4;79,3
07/01/2018 10:40;0,59;12,4;21,3;25,0;43,0;79,9
07/01/2018 10:50;0,39;8,9;18,1;25,4;43,3;80,3
07/01/2018 11:00;0,59;4,9;17,9;26,0;43,9;80,9
07/01/2018 11:10;0,59;4,1;17,7;26,6;44,5;81,5
07/01/2018 11:20;0,59;3,9;18,3;27,2;45,1;82,1
07/01/2018 11:30;0,98;3,7;19,3;28,1;46,1;83,1
07/01/2018 11:40;0,98;4,1;20,1;29,1;47,1;84,1
07/01/2018 11:50;0,39;4,1;20,4;29,5;47,5;84,4
07/01/2018 12:00;0,2;3,7;20,6;29,7;47,7;84,6
07/01/2018 12:10;0,2;3,3;20,9;29,9;47,9;84,8
07/01/2018 12:50;0,0;0,4;20,3;29,9;47,9;84,8
07/01/2018 13:50;0,0;0,0;13,4;29,9;47,9;84,8
07/01/2018 14:10;0,2;0,2;7,7;30,1;48,1;85,0
07/01/2018 14:50;0,0;0,2;4,7;30,1;48,1;85,0
07/01/2018 15:50;0,0;0,0;0,6;30,1;48,1;85,0
07/01/2018 16:50;0,0;0,0;0,2;30,1;48,1;85,0
07/01/2018 17:50;0,0;0,0;0,2;30,1;48,1;85,0
07/01/2018 18:50;0,0;0,0;0,0;30,1;48,1;85,0
07/01/2018 19:50;0,0;0,0;0,0;30,1;47,5;85,0
07/01/2018 20:10;0,39;0,4;0,4;30,5;47,1;85,4
07/01/2018 20:20;0,59;1,0;1,0;31,1;47,3;86,0
07/01/2018 20:30;0,98;2,0;2,0;32,1;47,5;87,0
07/01/2018 20:50;0,2;2,2;2,2;32,3;45,7;80,5
07/01/2018 21:00;0,98;3,1;3,1;33,3;45,3;78,7
07/01/2018 21:10;4,33;7,1;7,5;37,6;46,3;82,5
07/01/2018 21:20;5,51;12,0;13,0;43,1;51,2;88,0
07/01/2018 21:30;5,31;16,3;18,3;48,4;55,7;93,3
07/01/2018 21:40;4,14;20,5;22,4;52,6;59,1;97,4
07/01/2018 21:50;1,77;22,0;24,2;54,3;60,0;99,2
07/01/2018 22:00;0,2;21,3;24,4;54,5;59,5;99,0
07/01/2018 22:10;0,39;17,3;24,8;54,9;59,3;99,2
07/01/2018 22:20;0,39;12,2;25,2;55,3;58,7;99,0
07/01/2018 22:30;0,2;7,1;25,4;55,5;58,1;98,8
07/01/2018 22:40;0,39;3,3;25,8;55,9;57,9;98,8
07/01/2018 22:50;0,59;2,2;26,4;56,5;58,1;98,2
07/01/2018 23:00;0,39;2,4;26,8;56,9;58,1;96,5
07/01/2018 23:10;0,39;2,4;27,1;57,3;58,3;94,3
